tweet	label
absolutely madhu ji along family members infected covid weeksgargle haldi thricekadha twicesteam thricehaldi milk nightcoronil pack swasari coronil twiceall four us got negative following aboveremained home isolation	fake
grobse impt covid patients r ventillated bitte every source air used fans blowers open windows doors etc across care centres drs r keeping offshut fur fear virus travelling centre im remote merci entschuldigung swizerdeutsch	fake
indiafightscorona nearly new cases reported five states states also contributing new recovered cases staysafe indiawillwin	real
coronavirus cases removed texas total state count removed tests positive antigen tests fastacting tests high rate false negatives	fake
check guide ways avoid misinformation coronavirus pandemic	fake
two people tokoroa tested positive covid moved quarantine facility auckland families close contacts self isolation returned negative tests	real
countin flowers wall nothin die boredom donaldtrump coronavirus augustamasters	fake
california seen rising case counts numbers looked solid positive low hospitalizations growingbut week state appears turning	real
guidelines schools telangana reopen academic year	fake
government indias plan exiting lockdown five phases	fake
graphic video viewed tens thousands times multiple posts facebook twitter alongside claim shows two islamist extremists killing hindu man indian state rajasthan indias covid lockdown	fake
lakh covid tests per day little day beginning april shortage ventilator pp	real
thanks confirming neil fergusons imperial model point covid deaths sweden	real
fever cough loss taste smell certain symptoms might covid think might covid think may near someone covid contact healthcare provider medical advice	real
precious woke condition improved dr byer resident physician rolled tablet computer room	real
trumps midcourse correction donaldtrump coronavirus presidentialelection mailinvoting	fake
